Date,Time,Agent_X_Type,Agent_O_Type,Winner,Num_Moves,Game_Duration_Seconds,Final_Board_State
2025-04-19,19:17:41,Random,Random,Draw,64,0.0,X OOOOOXXX XOOOOXX  X XXXOOOO XXXX X O OXXOOO  OOOOXX XXOXXOO O   OO XXXXXOOXXXOO
2025-04-19,19:18:03,Hard,Medium,X,51,22.43,XOOOOO   XOXXO  O XOXOOXOXXXXOO XXOOXXX      X OX OX     OOO   O  X  XXOX  XXXOO 
2025-04-19,19:18:04,Medium,Random,X,47,1.2,X XO  OOO  OXXXO  OXOXOXO  XOXOXO OOO  XOXO O  OOXO  O  XXXX   X  X  X  XXX      
2025-04-19,19:18:25,MCTS,Medium,X,39,20.6, X OXX X   X  X  XX OX XX  OOOX    X O X  X OOOO        O X OXX   O  O OOO  O OXX
2025-04-19,19:18:33,Random,Hard,O,38,8.23,XOO  OXXOX  OXXXX    XXX   OOOXX X   X OOO X    O OXX OOO      OOO        X      
2025-04-19,19:19:05,Hard,Random,X,41,31.37,XO XO X   XXXO OO OO O  OOXOOXOX X  XXX O         X OOXXX OOO    XX  X      OX   
2025-04-19,19:19:29,Random,MCTS,O,48,24.04,OO OX O  O  O OOX    OOO X   XXX XO X O   XXOXXX   X XOXO  OXOOXX O OXO X XXOO  X
2025-04-19,19:19:53,Medium,MCTS,O,46,24.6,X  OOO    O XOO O  XO OXOXXXX OOO   XXX      OXX  XXOO   XO  XO   XOOXOXOX   X XO
2025-04-19,19:20:04,Hard,Random,X,39,10.57,XO X OXO X  OX OOOO OXX   OXXX   O O OOO OO  XX        X OX  XO XX        X X X  
2025-04-19,19:20:17,Hard,Random,X,51,13.1,X OOOO O  OOXXXO  XXO O O  XX OXXOOOXO XOOXX  XXOOXO O  XXXX   XO XOOX   XX      
2025-04-19,19:20:32,Easy,MCTS,O,30,15.13,XO  O  O XXOXO O  XOX O  O X  O O   XOXXOO   XX       X        XX         O      
2025-04-19,19:20:55,Medium,Hard,Draw,50,22.59,XOOOOO   XOXXO  O XOXOOX  XXXOOXXXOOXXX      X OX OX     OOO   X  X  X  OOXOOXXO 
2025-04-19,19:20:55,Easy,Easy,X,35,0.08,XOOOOO   XOXX  X  XOXOOO   XOXOX X  XXOXO X  XXX      OOO                        
2025-04-19,19:20:56,Random,Medium,O,42,1.56, X    XXXO XOOXXXOXXOXO  XX XO O OX XX X X    O OO    OOO  X   OOO      OOOX     
2025-04-19,19:21:10,Random,Hard,O,44,13.91,OOOX X    XOX  XXOXOXOX  X OOO   XX XX  OOX  O X  XOX   O OO XO O OOO   X   X   X
2025-04-19,19:21:51,MCTS,MCTS,X,41,41.1,X  XO X    O O X    XOOO  X XO X  X   X X XO     O  XO OX OXOXX  XO XOO XXOOO O  
2025-04-19,19:22:12,Medium,MCTS,O,40,21.01,X  OOO   X  X OOOO      OOOOXOOX   OX     OOOXXX  O   OXXXO X    XXX X     XXX   
2025-04-19,19:22:32,MCTS,Random,X,39,20.08,XXXO   X  O  X O XO XO    X  X  X  XO    OXX    OOXO X X  X  XOOOO  X     OO OOOX
2025-04-19,19:22:55,Medium,Hard,Draw,50,22.8,XOOOOO   XOXXO  O XOXOOX  XXXOOXXXOOXXX      X OX OX     OOO   X  X  X  OOXOOXXO 
2025-04-19,19:23:07,Hard,Random,X,43,11.43,XXOXX OXOOOX O  XOOXOXXOOX O O   O  XXX OO     X  XOO XXX       OO OX     XX     
2025-04-19,19:23:21,MCTS,Easy,X,27,14.12,      XXXOOX  X XX   XXX   OX       O        OO       OX     XXOOO      OOO      
2025-04-19,19:23:44,Hard,Medium,X,51,22.8,XOOOOO   XOXXO  O XOXOOXOXXXXOO XXOOXXX      X OX OX     OOO   O  X  XXOX  XXXOO 
2025-04-19,19:24:18,Hard,MCTS,O,44,34.07,XXO O O  O O XOX OX O O O    OOXO  OXXX O OXOXX X OX  O XXOOX     X   O   XXXX   
2025-04-19,19:24:42,Medium,MCTS,O,44,23.9,XXO O OO XO  OO OXO XO  O  O  OX O  OXXXXXO OXX  OO XXX  XXX   XX   O      X OO  
2025-04-19,19:24:42,Random,Random,O,54,0.0,O   O  XOX XOXXO   X XX OOX OX   XXXXXO  OXOO OO OX  OO  OXXXXO OOOXXOXXXO OO  OX
2025-04-19,19:24:43,Medium,Random,X,43,1.44,XOX O  O OXOOOXXXX XOXXX OO  O OXXO XXX        OO OXO  O     OOXXX        OX X   
2025-04-19,19:25:04,Medium,MCTS,O,38,20.53,XO XOX O OX  O   O  OOXO  O  XOX X O XO O O  X  X O O   XOO    XXX        XXXX   
2025-04-19,19:25:05,Medium,Random,X,51,1.75,XOX OX  XOX OOOXOXX OXOOX  OXX O XXOXXX      O OXOXO  OX OOOX O X    XO   OXXXO  
2025-04-19,19:25:24,Medium,MCTS,O,34,18.71,X O  O  OO  OXOOX    OOO   XXX        XOOOX  XXX          X  OOX     XOOX   X  X 
2025-04-19,19:26:08,Hard,Hard,X,53,43.6,XOOOOO   XOXXO  O XOXOOX XXXXOOXXXOOXXX      X OX OX     OOO   OOXXOOXX OX OX  X 
2025-04-19,19:26:54,MCTS,Hard,X,45,46.32,  X X X  OOXXOXOXXOOX OX O  OXOX X   X  X  X OOO      OXOOX  XO O  OX O X XOX   O
2025-04-19,19:27:04,Hard,Random,X,53,10.18,XXXO O    OOOXXOO  XO OXOXOXXO X OXO OOX OOOX XX O OXOO XXXX    X OXOX    XXX  O 
2025-04-19,19:27:48,Hard,MCTS,X,39,44.06,X  XOOXO       OOO O  O  O   OXO O O XXXXOXO X  X  X   X OOOX  XXX      O X X X  
2025-04-19,19:28:32,Hard,Hard,X,53,43.95,XOOOOO   XOXXO  O XOXOOX XXXXOOXXXOOXXX      X OX OX     OOO   OOXXOOXX OX OX  X 
2025-04-19,19:28:32,Random,Easy,O,30,0.01,     XXXXOXXX  XXXO    X X O        O       XOO  X X  OOO      OOO      OOO      
2025-04-19,19:28:44,MCTS,Easy,X,23,12.16,O X X X  OXO X  X O  XXX   O        OOO      XXO      O       X         O        
2025-04-19,19:29:05,Hard,Random,X,41,20.25,X XOOO O O OOOX O OX    OO XX    O OXXX OOO     XXO OX   XXX   XXX       X  X OX 
2025-04-19,19:29:05,Random,Easy,O,42,0.02, XX XX X OXXOOXXXOOOXOXXX   XX    X OOO  X  XOOO      OOO      OOO      OO   X  X
2025-04-19,19:29:15,MCTS,Easy,X,19,10.12, X  X  X OX  X  X O X  X  X         OO     X O                 OOO      O        
2025-04-19,22:30:45,MCTS,Model,X,45,46.47, XO XO X  O OO XXX X  XOXXOXO   X     X XOXO XXX   O  OXO  OOX OO OOOX O   XXO   
2025-04-19,22:31:38,MCTS,Model,X,49,49.75,  OO OXXXO X OX XXO X XOX O O O XX XX   X  OXXXOX OX   X OOOO  XO X    OOOX OO OX
2025-04-19,22:32:24,Model,Easy,X,33,17.02,XOXX XX  OXXXX  XXOOX  X  XOOOX     OO       OO       O        O       XOOO X    
2025-04-19,22:33:08,Model,Medium,Draw,45,24.77,XXXOOXXO OXOOX O  OXX  X  XOOOX  X   OX OX  XOOO       XO OXO  XX  X   XOOO X    
2025-04-19,22:35:55,Random,Random,O,54,0.0,XOXXXOOXOOXXX  OOOXO   OO OOOO OX XXOXXOOX  OX  X  OOOX  XXX   OX  OX     XOXXO X
2025-04-19,22:35:57,Medium,Model,X,43,2.5,X OX OX   OXOOXOXXX O  O  OXOOOX   XXXX  O O XXX       XOX  O  XO   O  O X XOO   
2025-04-19,22:36:37,Hard,Easy,X,37,39.3,XOOOOXXXXXOXX  X  XOXOOX  XXOXOX   XOX X     OO       OO       O        OO       
2025-04-19,22:36:37,Random,Model,X,45,0.05, XO  O    O OOX  X  X  XXXO  OX  XXX X   OXXX XOO  XXX  OOOOOXXOO    O O   OOOX X
2025-04-19,22:36:37,Easy,Easy,X,35,0.09,XOOOOO   XOXX  X  XOXOOO   XOXOX X  XXOXO X  XXX      OOO                        
2025-04-19,22:36:37,Model,Model,X,57,0.14,  XXXOX  OXOOO   XOOXXXOX OOOOO   OX  O  OOXOX XX XXXOOXOXXOO  OX X OX OXXXXXO  O
2025-04-19,22:36:51,MCTS,Model,X,27,14.11,  O  O    OX   X  X  X  X O O O XX       O   X OX  X   XOO OO          O  X X X  
2025-04-19,22:36:52,Medium,Random,X,45,1.08,XOOOXXOXOO XXOX OXOX XOOXO XOOOX   XXXX O  O OO X       XOO    XXX      X O      
2025-04-19,22:36:52,Random,Model,Draw,61,0.06,XXOOOOXX XOOXOXOXOXXX       O O XXXXXXO XXOX   OOOXO  OOXXXOOXXOO O OO OXXXOOX XO
2025-04-19,22:37:31,Hard,MCTS,Draw,49,38.5,XXO X O X XOX O  OOXX XXXOOXOO XO OX O  OXXO   OX O  OX O O O    X X X  OOXXOX  X
2025-04-19,22:37:31,Easy,Random,X,43,0.06,XO  O  O XXX  O O XOXX OOO X    OO  XXXO   O XXOX  X  XX    OOOXXX      OXX O O O
2025-04-19,22:37:58,Medium,Hard,Draw,50,27.13,XOOOOO   XOXXO  O XOXOOX  XXXOOXXXOOXXX      X OX OX     OOO   X  X  X  OOXOOXXO 
2025-04-19,22:37:59,Easy,Medium,O,26,1.27,XOOOOO   XOXXO  O XOXOOO   XXO      XXX      X                 X                 
2025-04-19,22:37:59,Easy,Easy,X,35,0.1,XOOOOO   XOXX  X  XOXOOO   XOXOX X  XXOXO X  XXX      OOO                        
2025-04-19,22:38:26,Medium,Hard,Draw,50,26.58,XOOOOO   XOXXO  O XOXOOX  XXXOOXXXOOXXX      X OX OX     OOO   X  X  X  OOXOOXXO 
2025-04-19,22:38:26,Easy,Random,X,47,0.04,XO  O  OOX     OOOXXOXO XO XXXO O OOXXXO     XXOXO XOOXOOO     XXOX  X  XXX      
2025-04-19,22:39:19,Hard,Hard,X,53,53.11,XOOOOO   XOXXO  O XOXOOX XXXXOOXXXOOXXX      X OX OX     OOO   OOXXOOXX OX OX  X 
2025-04-19,22:39:40,MCTS,Medium,X,39,21.26, X  X  X OOO   X XOX OXX XXO    X OX  XOOXO X  O O O  X O X   X O  OX   OOOX     
2025-04-19,22:39:43,Medium,Medium,X,51,2.67,XOOOOO   XOXXO  O XOXOOX  XXXOOXXXOOXXX      X OX OX     OOO   X  X  XO OOXOX XOX
2025-04-19,22:39:44,Easy,Medium,O,26,1.28,XOOOOO   XOXXO  O XOXOOO   XXO      XXX      X                 X                 
2025-04-19,22:39:44,Easy,Random,O,32,0.03,XOOOO O OXX OO OOOX  OOOO  XXX      XX       X        XXX      X  O     XX       
2025-04-19,22:39:45,Model,Easy,O,38,0.08,  XXXX   OXOXX  XXOXXO  O XOOOX     OO   X   OOO   X  OO X XX  O       XOOO      
2025-04-19,22:39:47,Medium,Medium,X,51,2.73,XOOOOO   XOXXO  O XOXOOX  XXXOOXXXOOXXX      X OX OX     OOO   X  X  XO OOXOX XOX
2025-04-19,22:39:47,Model,Easy,O,36,0.08,  XXXXX  XXOOX   XOXXO  O XOOO      OOX  X   OOO      OO X  X   X      XOOO      
2025-04-19,22:40:01,Easy,MCTS,O,26,13.14,XO OOO   X  O  OOO      OOOXX       XX     O X        XX       XXX      X   O    
2025-04-19,22:41:05,Hard,MCTS,O,42,64.0,X  X  OOOOXXOOXOO    OOO     XOXOXO OXX O   O X XXOXO X O  O   XXX         XXX   
2025-04-19,22:41:59,Hard,Hard,X,53,54.5,XOOOOO   XOXXO  O XOXOOX XXXXOOXXXOOXXX      X OX OX     OOO   OOXXOOXX OX OX  X 
2025-04-19,22:42:51,Hard,Hard,X,53,51.56,XOOOOO   XOXXO  O XOXOOX XXXXOOXXXOOXXX      X OX OX     OOO   OOXXOOXX OX OX  X 
2025-04-19,22:43:17,MCTS,Hard,X,33,26.75,   XXX         XXX      XXX OXOXXX  OOOXX    O  O X O OOO        OO X      OOO   
2025-04-19,22:43:38,Model,MCTS,O,40,20.11,  XXXXXO OX  XO  OOX    O XO   O  OOOOO  X    OXXO  O   O  OX  XX   X  XX   XX OO
2025-04-19,22:43:38,Model,Easy,X,29,0.06,  XXXXX  XO  X   XOXX  X  XOOOX     OOO      OO       O        X       XOOO      
2025-04-19,22:43:39,Easy,Medium,O,26,1.23,XOOOOO   XOXXO  O XOXOOO   XXO      XXX      X                 X                 
2025-04-19,22:43:39,Model,Model,O,48,0.09,X XOOXXO  OOOX    O O  O  OXXXO XX    XOOOXXOX XX OX  OXOOXOO  OX  X   O  X XO  X
2025-04-19,22:43:39,Easy,Random,X,37,0.04,XO OOOO OXXO O O  XO OO O  XXX      XXXO     XXX  O   XOXX O           OXXX      
2025-04-19,22:43:40,Random,Medium,O,38,0.91,  XOXX  X  O XX   XX XXX     O X X XOOO    XXOOO      O   O XXOO  O  O    OOOO  X
2025-04-19,22:44:06,Hard,Medium,X,51,26.43,XOOOOO   XOXXO  O XOXOOXOXXXXOO XXOOXXX      X OX OX     OOO   O  X  XXOX  XXXOO 
2025-04-19,22:44:06,Model,Random,X,57,0.06,O XXXXX     OXOO  OXO OX  OO XXOOOO O X OOXXX OXXOXXOOX OOXOXO XX X X OXO  XXX OO
2025-04-19,22:44:08,Easy,Medium,O,26,1.25,XOOOOO   XOXXO  O XOXOOO   XXO      XXX      X                 X                 
2025-04-19,22:44:08,Random,Model,O,60,0.07, XO XO XXOOXOX X XO O OX  O XXOX XOO  O XOOOO  XX OXXXOXOXOOO XXOXXOOOXOXO XX X O
2025-04-19,22:44:43,MCTS,MCTS,X,35,35.18,XOX O XO X OX  XXOOOO               XXX O X        X X OX OOOO   X X XO O    O  X
2025-04-19,22:44:44,Random,Medium,O,34,0.64,XXOOOXXXXO  O  XXXXX      XX   X X  O   XO   O       XOOO      O  O  O  OOO      
2025-04-19,22:45:26,Hard,Model,X,35,42.35,X OX OX  OOXXOX  XXXXO O  OOOOOXX  O XO       XOX  O    OX                XX     
2025-04-19,22:45:28,Medium,Easy,X,37,2.13,XOOOOXXXXXOXX  X  XOXOOX  XXOXOX   XOX X     OO       OO       O        OO       
2025-04-19,22:46:24,MCTS,Hard,X,43,56.1, X  X  X OOXX X  X OXOXXX  XO  XX  XOOO X   X  OOO OX OX  X XO O  O  OX   OOOO   
2025-04-19,22:46:48,Medium,MCTS,O,46,24.19,XOOXOOOX X O   OOO XOX O  OX XOXOO OOX O  O  XXX      X OXX X O X  O OX   XXX X  
2025-04-19,22:47:10,MCTS,Model,X,41,21.16,X OX OO  OOOXX      X X X  OXOO  XX X OOXOOOX  XO  X   X  X OX  O XO OXO     X   
2025-04-19,22:47:10,Model,Easy,O,32,0.06,  XXXXX  OXOXX   XOXX  X  XOOOX     OOO  X   OOO      O                XOOO      
2025-04-19,22:47:27,Hard,Random,X,35,17.49,XOX O OO X  OO    O OX   OO  XOXXOO  XX    OOO  O     X  X  X  XXX         XXX   
2025-04-19,22:47:27,Easy,Model,O,32,0.08,X OOOOO  XOOOO O  XXOX O  OXXXO     XX       X        XXX   O          OXX       
2025-04-19,22:47:37,Easy,MCTS,O,20,10.09,X  OOO   O  O  O    O O O  XXX O    XXX      X        XX                         
2025-04-19,22:47:38,Model,Model,Draw,56,0.12,X XX OX  OOO X   X XOXXX  OOOXO  O    O  O OO  OXXXX  OXXXXOOXXOXXXOOOOXXOOXXO OO
2025-04-19,22:47:39,Random,Medium,O,28,1.86,XX  X   XOXOO  OX     XXX   X     X XO OOO   O   X      O X    OOO      O        
2025-04-19,22:47:59,Random,MCTS,O,38,19.05,   OOOXX   O      O XXX X    O O OX X XX XO XXX OOX     OXO OX O O  O  O    O XX 
2025-04-19,22:48:15,MCTS,Model,X,31,16.12, XO X  X OOX O   OO X OO  O X       XXX  O     XO X  X X    O       O  O    O XXX
2025-04-19,22:48:34,Hard,Random,X,51,19.77,XO X OXOOX OOXO OXOX OOO   OXX OO X   XXXXOO XXX       O  O XXXOX XX OXOXOXO  O  
2025-04-19,22:48:35,Model,Random,O,54,0.05,  XXXXX   X OXO OOOXXO O OXO OXO   OO XOOXOX O XXOOX OO  XO XO XXOX X OXOX  XXO  
2025-04-19,22:48:35,Random,Easy,X,39,0.02,XOXXXX X OXOOXX XXOX  XXXX OO XX    OOO      OOO      O       XOOO      OXO      
2025-04-19,22:48:36,Medium,Easy,X,37,1.96,XOOOOXXXXXOXX  X  XOXOOX  XXOXOX   XOX X     OO       OO       O        OO       
2025-04-19,22:48:37,Easy,Random,X,43,0.04,XOO O O  XX O OOOOXXOXOOXO X O    O XOXXO X  XXX      XXX  OO  XXX      X    O O 
2025-04-19,22:49:33,MCTS,Hard,X,37,56.45,XO  X   X  XO X XX  X X X  X   X   X  OOOXO  O  OXOOO X O X  O OO   X X OOO      
2025-04-19,22:49:33,Random,Model,X,49,0.05, XOOOOX  XOOXXX    XOX XXXXXOXO  XX   O  O  OX OOX X XO OOXOO  O    O  OXOX X X O
2025-04-19,22:49:59,MCTS,Model,X,51,26.18, XOOXO X OXOXOXO  X OX  X OXOOOXX  X  OOXOX   XXX OO X XO X OX OO O    OXOXXO X  
2025-04-19,22:50:00,Model,Medium,O,32,0.63,  XXX     XOOXO   OX OX   X XOX OX OOOO      O XO XO     X XO            O  X    
2025-04-19,22:50:48,MCTS,Hard,O,38,48.08,XO  O  OX  XXXX X  OX  X  XOOOX X   XXXO     OOO      O XOXXO   O  O  X O  O  O  
2025-04-19,22:50:50,Medium,Easy,X,37,1.88,XOOOOXXXXXOXX  X  XOXOOX  XXOXOX   XOX X     OO       OO       O        OO       
2025-04-19,22:50:50,Easy,Model,X,43,0.09,X O OOO  XO  O  O XXOX  X OXOXO   O XXOX OO  XXX      XXXO OO  XX   O  OXXX O    
2025-04-19,22:50:50,Random,Easy,O,38,0.04,XXXX XXX OOX  XX XOOO      OXX           X   OXOO  O  OOXO  X  OOO    XXOOO      
2025-04-19,22:50:53,Medium,Medium,X,51,2.42,XOOOOO   XOXXO  O XOXOOX  XXXOOXXXOOXXX      X OX OX     OOO   X  X  XO OOXOX XOX
2025-04-19,22:51:02,MCTS,Easy,X,17,9.12,   XXX         XXXX   X   XO        OO       O        O        O        OO       
2025-04-19,22:51:03,Medium,Random,X,43,1.83,XOX XOXOOX OXOOXO O XXXXO O XOO   OOOX      OX OX     OX     OOXXX      X  X  X  
2025-04-19,22:51:04,Model,Easy,O,38,0.07,  XXXX   OXOXXO  XOXXO  O XOOOX     OOO  X   OOOX     O  X  X   X  X   XOOO      
2025-04-19,22:51:56,Hard,Hard,X,53,52.63,XOOOOO   XOXXO  O XOXOOX XXXXOOXXXOOXXX      X OX OX     OOO   OOXXOOXX OX OX  X 
2025-04-19,22:52:49,Hard,Hard,X,53,52.89,XOOOOO   XOXXO  O XOXOOX XXXXOOXXXOOXXX      X OX OX     OOO   OOXXOOXX OX OX  X 
2025-04-19,22:53:17,MCTS,Medium,X,53,27.8,XO  XOOXXXO OXXX XOX  X  X  X X XXOOOOO       O OXXXXOO XO O OX OOX O XOO OOXOX X
2025-04-19,22:53:19,Medium,Medium,X,51,2.41,XOOOOO   XOXXO  O XOXOOX  XXXOOXXXOOXXX      X OX OX     OOO   X  X  XO OOXOX XOX
2025-04-19,22:53:34,Hard,Random,X,35,14.66,X   X OOX  OX  O    XXOO O OOXOXOX   XOO OO     XXX   XXX  O   X  X     O        
2025-04-19,22:53:35,Medium,Random,X,37,1.34,XXX    OO OOOX  OO X OOO O OX XOOO     XXX OO  XX    O   X     XXX      XXX      
2025-04-19,22:53:35,Model,Random,X,57,0.06, OXX XOO XXOXO XOO XOXOXO XO XXO OOO  XOOXOXX OOXO OO  X XXXXO XX  XO  X OO XX O 
2025-04-19,22:53:35,Model,Easy,O,36,0.09,  XX XX XXO  X   XOXOO XO XOOOX     O X  XX  OOO      OOOX  X          XOOO      
2025-04-19,22:53:46,Easy,MCTS,O,20,10.07,X  OOO   X  OOO     O  O  OXXX      X        XXX                        X  O     
2025-04-20,14:32:55,MCTS,MCTS,X,45,67.82,  O   OXX   O O XOO   XXO O X XXXO OO  O OO  XXO XOXO   XOX X  XXXO O O   XXXX  O
